run	T	energy	magnetization	linked_overlapp
1000	0.6475456875	-936.4845337849665	-16	0.11733333333333333
2000	0.6475456875	-1173.6985686851278	-26	0.172
3000	0.5966625	-1309.8704970375252	-16	0.21466666666666667
4000	0.5966625	-1328.5056196877242	-32	0.22
5000	0.5966625	-1349.4774910652886	-24	0.24266666666666667
6000	0.5966625	-1380.6211739535931	-22	0.24266666666666667
7000	0.6475456875	-1408.4950703426746	-40	0.25333333333333335
8000	0.811132228610414	-1416.3569638231156	-22	0.2613333333333333
9000	0.811132228610414	-1415.3368680007052	-4	0.24666666666666667
10000	0.811132228610414	-1419.7922747829048	-14	0.25866666666666666
11000	0.9299551215931907	-1416.6344462118145	-32	0.248
12000	1.0572411751286657	-1410.390723331829	-22	0.248
13000	0.9925035508489524	-1418.7266977163126	-10	0.23333333333333334
14000	0.9925035508489524	-1441.3200933347307	0	0.24666666666666667
15000	0.9925035508489524	-1458.9599780106655	14	0.24266666666666667
16000	1.124244616258169	-1433.540735316472	10	0.236
17000	1.124244616258169	-1433.6625972066586	8	0.23466666666666666
18000	1.0572411751286657	-1461.4010711872977	-18	0.30266666666666664
19000	1.0572411751286657	-1438.4152273897917	10	0.28933333333333333
20000	0.9925035508489524	-1465.9528883106884	-26	0.30533333333333335
21000	0.9299551215931907	-1471.2996871642254	-26	0.28933333333333333
22000	0.9299551215931907	-1483.2678688323629	-12	0.308
23000	0.9299551215931907	-1483.578275783226	6	0.26666666666666666
24000	0.8695218566117785	-1467.8579664262718	0	0.2773333333333333
25000	0.8695218566117785	-1506.6326888509675	-28	0.2813333333333333
26000	0.9299551215931907	-1504.2509132291327	-26	0.3466666666666667
27000	0.9925035508489524	-1480.6157532858167	-30	0.304
28000	0.9925035508489524	-1474.4031488586947	-18	0.2773333333333333
29000	0.9299551215931907	-1481.6934267084541	-10	0.32666666666666666
30000	0.9299551215931907	-1488.9103005956526	-32	0.2826666666666667
31000	0.8695218566117785	-1491.8926941341358	-52	0.332
32000	0.8695218566117785	-1502.4862868125522	-44	0.308
33000	0.8695218566117785	-1490.9714486757343	-46	0.284
