run	T	energy	magnetization	linked_overlapp
1000	0.9299551215931907	-853.4401827142053	26	0.076
2000	0.9299551215931907	-1134.2914947143004	-18	0.16666666666666666
3000	0.9925035508489524	-1235.472307869439	40	0.20133333333333334
4000	1.1935931778272049	-1277.2790173364592	34	0.224
5000	1.1935931778272049	-1293.656480755113	16	0.21866666666666668
6000	1.3396568519179477	-1298.6145961451957	22	0.23466666666666666
7000	1.3396568519179477	-1335.5187931884298	-10	0.21866666666666668
8000	1.265368939051157	-1317.2815019878283	-20	0.228
9000	1.265368939051157	-1351.4454582231465	2	0.256
10000	1.3396568519179477	-1350.8465718157643	-18	0.232
11000	1.4961239111958036	-1329.8223951338937	-18	0.19733333333333333
12000	1.4961239111958036	-1324.9247191302763	38	0.23733333333333334
13000	1.7519660735577003	-1309.5540941478766	22	0.20133333333333334
14000	1.7519660735577003	-1282.3417765685426	0	0.23466666666666666
15000	1.7519660735577003	-1305.543150937307	-22	0.17866666666666667
16000	1.6637353367707248	-1290.9470754595693	-14	0.20133333333333334
17000	1.5784882480876568	-1262.9793836544848	-16	0.20533333333333334
18000	1.5784882480876568	-1282.7642710109617	-18	0.20933333333333334
19000	1.5784882480876568	-1291.7829901069165	-6	0.2693333333333333
20000	1.5784882480876568	-1350.3062973150095	-28	0.21066666666666667
21000	1.5784882480876568	-1367.4736311926513	-22	0.23066666666666666
22000	1.5784882480876568	-1392.396289017796	6	0.23066666666666666
23000	1.4961239111958036	-1369.6400595616556	36	0.272
24000	1.5784882480876568	-1392.779747036769	30	0.30266666666666664
25000	1.5784882480876568	-1398.3856318173973	52	0.236
26000	1.4961239111958036	-1391.7132901837742	32	0.25333333333333335
27000	1.4165448417350759	-1384.3023964386732	40	0.24133333333333334
28000	1.4961239111958036	-1361.4282834748954	22	0.23066666666666666
29000	1.4961239111958036	-1330.4858494534628	-2	0.272
30000	1.5784882480876568	-1349.3033105709605	6	0.228
31000	1.5784882480876568	-1282.2265105687645	-4	0.19466666666666665
32000	1.5784882480876568	-1309.904134771284	-20	0.24
33000	1.5784882480876568	-1297.7498149475623	20	0.24
34000	1.7519660735577003	-1294.3069311623233	-18	0.248
35000	1.7519660735577003	-1295.23608138674	12	0.212
36000	1.9377998571468473	-1231.4778510735516	44	0.196
37000	1.8432848861322197	-1251.42019141917	44	0.164
38000	1.9377998571468473	-1239.3819882359696	20	0.164
39000	1.8432848861322197	-1283.9560670239568	4	0.196
40000	1.9377998571468473	-1264.6492346718267	18	0.196
41000	1.8432848861322197	-1252.6469889549778	0	0.208
42000	1.9377998571468473	-1245.095469696928	10	0.14133333333333334
43000	1.9377998571468473	-1259.2823683458034	-20	0.21466666666666667
44000	1.9377998571468473	-1195.7507707110715	-12	0.172
45000	1.9377998571468473	-1227.2351947169477	8	0.184
