Run	T	Energy	Magnetization
10000	1.8333333333333335	-8000	-16
20000	2	-11324	-192
30000	2	-13488	-330
40000	2	-14868	-356
50000	2	-15988	-336
60000	2	-16544	-374
70000	2	-16968	-366
80000	2	-17396	-556
90000	2	-17796	-538
100000	2	-17952	-472
110000	2	-18172	-542
120000	2	-18428	-600
130000	1.8333333333333335	-18776	-618
140000	1.8333333333333335	-18984	-564
150000	1.8333333333333335	-19172	-612
160000	1.6666666666666667	-19400	-680
170000	1.5	-19672	-676
180000	1.5	-19732	-668
190000	1.5	-19876	-656
200000	1.5	-19944	-794
210000	1.5	-19980	-774
220000	1.5	-20000	-800
230000	1.6666666666666667	-20008	-874
240000	1.6666666666666667	-20080	-936
250000	1.6666666666666667	-20060	-992
260000	1.6666666666666667	-20144	-1138
270000	1.5	-20224	-1132
280000	1.5	-20320	-1202
290000	1.5	-20420	-1280
300000	1.5	-20464	-1286
310000	1.5	-20492	-1268
320000	1.5	-20580	-1374
330000	1.5	-20624	-1442
340000	1.5	-20624	-1556
350000	1.5	-20668	-1606
360000	1.5	-20744	-1654
370000	1.5	-20816	-1672
380000	1.5	-20812	-1652
390000	1.5	-20856	-1662
400000	1.5	-20904	-1678
410000	1.5	-20920	-1722
420000	1.5	-20888	-1744
430000	1.5	-20940	-1790
440000	1.5	-21020	-1812
450000	1.5	-21020	-1802
460000	1.5	-20980	-1822
470000	1.6666666666666667	-20964	-1830
480000	1.6666666666666667	-20984	-1896
490000	1.6666666666666667	-21044	-1954
500000	1.6666666666666667	-21000	-1964
510000	1.6666666666666667	-20988	-2072
520000	1.6666666666666667	-21120	-2104
530000	1.6666666666666667	-21036	-2146
540000	1.6666666666666667	-20996	-2182
550000	1.6666666666666667	-20996	-2182
560000	1.6666666666666667	-21044	-2244
570000	1.6666666666666667	-20972	-2296
580000	1.6666666666666667	-20980	-2298
590000	1.8333333333333335	-20952	-2350
600000	1.8333333333333335	-20844	-2420
610000	1.8333333333333335	-20928	-2484
620000	1.8333333333333335	-20948	-2570
630000	1.8333333333333335	-21024	-2578
640000	1.8333333333333335	-21132	-2602
650000	1.8333333333333335	-21072	-2684
660000	1.8333333333333335	-21108	-2714
670000	1.8333333333333335	-21084	-2714
680000	1.8333333333333335	-21108	-2796
690000	1.8333333333333335	-21196	-2824
700000	1.8333333333333335	-21212	-2866
710000	1.8333333333333335	-21184	-2914
720000	1.8333333333333335	-21248	-2954
730000	1.8333333333333335	-21244	-2978
740000	1.8333333333333335	-21240	-3048
750000	1.8333333333333335	-21396	-3104
760000	1.8333333333333335	-21336	-3108
770000	1.8333333333333335	-21316	-3176
780000	1.8333333333333335	-21304	-3164
790000	1.8333333333333335	-21344	-3238
800000	1.8333333333333335	-21284	-3260
