run	T	energy	magnetization	linked_overlapp
1000	0.5966625	-959.0281283616849	-8	0.084
2000	0.5966625	-1258.477226203364	-4	0.16266666666666665
3000	0.5966625	-1343.917995446562	24	0.19733333333333333
4000	0.5475	-1412.46515271425	14	0.208
5000	0.5475	-1460.168030137375	36	0.252
6000	0.5	-1495.089046078519	30	0.24133333333333334
7000	0.5	-1508.2235488077165	30	0.2653333333333333
8000	0.5	-1514.8553896769267	38	0.25066666666666665
9000	0.5	-1530.5819671597974	18	0.2986666666666667
10000	0.5	-1535.106962152982	2	0.26666666666666666
11000	0.5475	-1532.1056500883788	16	0.272
12000	0.5	-1542.6575964185065	8	0.3293333333333333
13000	0.5	-1547.8024270439917	4	0.31066666666666665
14000	0.5	-1550.2554148961292	12	0.3
15000	0.5	-1557.4414145780545	20	0.312
16000	0.5	-1555.9975623759287	24	0.316
17000	0.5	-1558.5130507179545	32	0.30666666666666664
18000	0.5	-1560.715700874111	24	0.33466666666666667
19000	0.5475	-1553.4122932107987	10	0.34
20000	0.5475	-1558.697902556784	0	0.30133333333333334
21000	0.5475	-1567.3732798597428	4	0.30533333333333335
22000	0.5	-1567.4008608668053	-22	0.31466666666666665
23000	0.5	-1567.4053329545434	-8	0.272
24000	0.5	-1571.5281772110488	-2	0.348
25000	0.5475	-1567.6583412305115	-12	0.30133333333333334
26000	0.5	-1559.0579001770566	-6	0.28
27000	0.5475	-1561.7926489997658	-18	0.3466666666666667
28000	0.5475	-1561.987262352015	-8	0.336
29000	0.5	-1563.4954411884137	-2	0.284
30000	0.5	-1571.5402173932325	-6	0.296
31000	0.5475	-1568.9661527614915	-16	0.30933333333333335
32000	0.5475	-1565.4817855665653	-6	0.2946666666666667
33000	0.5475	-1563.4044891574001	2	0.32266666666666666
34000	0.5475	-1568.0520363115108	-8	0.3466666666666667
35000	0.5475	-1566.6884162631761	-6	0.364
36000	0.5966625	-1566.7398300990772	4	0.30133333333333334
37000	0.5966625	-1571.1886693159397	8	0.3413333333333333
38000	0.5966625	-1567.0172656504196	8	0.32666666666666666
39000	0.6475456875	-1555.8577552215966	-6	0.316
40000	0.6475456875	-1550.8751922379743	-14	0.316
41000	0.6475456875	-1563.7526488763003	-12	0.33466666666666667
42000	0.5966625	-1570.7480794589476	6	0.31066666666666665
43000	0.5966625	-1567.2717361928824	-6	0.3506666666666667
44000	0.6475456875	-1571.8633274456877	10	0.34
45000	0.7002097865625	-1566.3251468001831	12	0.32666666666666666
46000	0.7002097865625	-1564.0326785528473	-4	0.2946666666666667
47000	0.7547171290921875	-1553.542461068629	2	0.3253333333333333
48000	0.7002097865625	-1546.3217932994096	-22	0.30666666666666664
49000	0.7002097865625	-1543.9042082493688	-20	0.316
50000	0.6475456875	-1558.6622055436721	-22	0.324
51000	0.7002097865625	-1576.6316567345762	-4	0.324
52000	0.7002097865625	-1564.6202495610785	-22	0.31333333333333335
53000	0.7002097865625	-1571.994653760036	-44	0.3253333333333333
54000	0.7002097865625	-1595.6691315016983	-34	0.3293333333333333
55000	0.7002097865625	-1598.6331733739821	-38	0.332
56000	0.7002097865625	-1591.834928685636	-24	0.3253333333333333
57000	0.6475456875	-1600.1187152658215	-40	0.3466666666666667
58000	0.5966625	-1597.6949467879485	-40	0.32666666666666666
59000	0.5966625	-1596.3564680643917	-40	0.356
60000	0.5966625	-1597.2892559765621	-28	0.3373333333333333
61000	0.6475456875	-1600.4834909472236	-44	0.332
62000	0.6475456875	-1594.7429907828164	-44	0.3413333333333333
63000	0.5966625	-1598.6893288936567	-26	0.37466666666666665
64000	0.5966625	-1588.7432367840981	-22	0.33066666666666666
65000	0.5966625	-1587.8467306366242	-28	0.336
66000	0.5475	-1600.8067491009535	-36	0.352
67000	0.5966625	-1609.7232345150007	-34	0.36133333333333334
68000	0.5475	-1606.4923627037317	-42	0.3466666666666667
69000	0.5	-1609.7956395538883	-32	0.39466666666666667
70000	0.5	-1609.8362083336522	-36	0.38133333333333336
71000	0.5	-1606.4861884136249	-34	0.38266666666666665
72000	0.5966625	-1606.6181375040046	-36	0.36
73000	0.5475	-1610.410261289699	-36	0.368
74000	0.5966625	-1606.2820026183128	-36	0.332
75000	0.5966625	-1602.397095959484	-30	0.37733333333333335
76000	0.6475456875	-1601.285655147654	-42	0.3546666666666667
77000	0.6475456875	-1600.8192302101163	-32	0.3453333333333333
78000	0.7002097865625	-1595.9363691482763	-52	0.3626666666666667
79000	0.7002097865625	-1588.4989582265478	-38	0.33066666666666666
80000	0.6475456875	-1594.8538829930924	-46	0.312
81000	0.6475456875	-1591.6088571447108	-28	0.356
82000	0.7002097865625	-1603.3309009544012	-28	0.30133333333333334
83000	0.7002097865625	-1592.12030688701	-38	0.32133333333333336
84000	0.6475456875	-1607.2919969645088	-38	0.324
85000	0.5966625	-1600.4459016430703	-42	0.33866666666666667
86000	0.5966625	-1605.414442610212	-30	0.3293333333333333
87000	0.7002097865625	-1606.7997281883797	-34	0.312
88000	0.6475456875	-1602.3667447765054	-2	0.33066666666666666
89000	0.6475456875	-1603.5313176134073	-22	0.3413333333333333
90000	0.6475456875	-1605.7622304036609	-30	0.32266666666666666
91000	0.5966625	-1613.2389217804714	-10	0.3626666666666667
92000	0.5966625	-1616.7114261886268	-14	0.37066666666666664
93000	0.5966625	-1619.532475702338	-28	0.3466666666666667
94000	0.5475	-1616.8074154247877	-16	0.33066666666666666
95000	0.5475	-1619.0744156087724	6	0.388
96000	0.5	-1614.354071657376	-20	0.384
97000	0.5475	-1622.5732669264255	-10	0.336
98000	0.5475	-1628.4025828699964	-4	0.38
99000	0.5	-1632.9702414649173	-10	0.376
100000	0.5	-1636.1555945735515	-10	0.392
101000	0.5	-1632.36439590492	-6	0.36
102000	0.5	-1635.593484161115	2	0.3586666666666667
103000	0.5	-1637.1496053857102	2	0.372
104000	0.5	-1634.7814323880768	12	0.372
105000	0.5	-1628.1051865244797	10	0.43466666666666665
106000	0.5	-1638.4847199658998	-6	0.3626666666666667
107000	0.5	-1640.7108904972908	-12	0.4093333333333333
108000	0.5	-1645.241336041634	-10	0.384
109000	0.5	-1639.4592330271653	-14	0.4
110000	0.5	-1646.9356931058744	-18	0.408
111000	0.5	-1647.1765048741254	-14	0.4066666666666667
112000	0.5	-1642.979126685145	-10	0.3546666666666667
113000	0.5	-1648.6346796229786	-4	0.38133333333333336
114000	0.5	-1648.3135289291165	-12	0.388
115000	0.5	-1644.638480495568	-14	0.41733333333333333
116000	0.5	-1642.4876364935853	0	0.36933333333333335
117000	0.5	-1644.4408281043623	-16	0.428
118000	0.5475	-1645.3346768364029	-14	0.37333333333333335
119000	0.5475	-1642.1849830580713	-26	0.38533333333333336
120000	0.5	-1635.8593271589925	-22	0.436
121000	0.5	-1640.8173455275269	-16	0.43333333333333335
122000	0.5	-1642.2551272441444	-6	0.36666666666666664
123000	0.5	-1645.9858023616066	-2	0.36933333333333335
124000	0.5	-1643.5112514356692	6	0.44266666666666665
125000	0.5	-1644.6534736837875	4	0.3626666666666667
126000	0.5	-1645.9859712575362	-6	0.364
127000	0.5	-1649.7676855670509	4	0.392
128000	0.5	-1646.8062336545272	-8	0.37466666666666665
129000	0.5	-1643.752243132157	0	0.4093333333333333
130000	0.5	-1648.2636611262835	-8	0.4013333333333333
131000	0.5	-1654.5114299776242	-4	0.468
132000	0.5	-1650.510369887308	0	0.4226666666666667
133000	0.5	-1650.8021791727558	4	0.41333333333333333
134000	0.5	-1649.9992199013845	0	0.4226666666666667
135000	0.5	-1644.911087521858	-2	0.412
136000	0.5	-1650.70430099239	-10	0.4053333333333333
137000	0.5	-1653.2477768051851	-6	0.4493333333333333
138000	0.5	-1650.1937447279324	-10	0.45466666666666666
139000	0.5	-1645.518890290544	-6	0.4093333333333333
140000	0.5	-1644.442563336808	-14	0.424
141000	0.5	-1647.114612750922	-6	0.43066666666666664
142000	0.5	-1648.7980371174724	4	0.3426666666666667
143000	0.5	-1650.0952075494747	-4	0.36
144000	0.5	-1644.5993552965838	-20	0.4093333333333333
145000	0.5	-1647.6236542302815	-22	0.38
146000	0.5475	-1644.5579654007017	-18	0.3506666666666667
147000	0.5	-1646.5582766857385	-12	0.3506666666666667
148000	0.5475	-1633.7820301736663	-12	0.38266666666666665
149000	0.5475	-1642.273401425834	-16	0.38533333333333336
150000	0.5	-1644.2630452828505	-18	0.436
151000	0.5	-1645.6485218888668	-8	0.4533333333333333
152000	0.5	-1646.2972016531312	-2	0.38533333333333336
153000	0.5	-1642.1954803077297	0	0.4533333333333333
154000	0.5	-1641.9430235181428	-14	0.34933333333333333
155000	0.5	-1640.7436049707196	-26	0.37866666666666665
156000	0.5	-1646.1045466678588	-18	0.3626666666666667
157000	0.5475	-1646.089400505152	-12	0.35333333333333333
158000	0.5	-1645.5046290706803	-12	0.3546666666666667
